text,sentiment,set
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative,train
It is a disappointment to see the plan folded .,negative,train
Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,negative,test
"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .",positive,train
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,test
"Stora Enso Oyj , the largest papermaker , in October said it would close four mills .",negative,train
"The company estimates that the trend in demand for sports equipment will be steady in 2006 , '' Amer 's report said .",positive,train
"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .",negative,train
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",negative,train
"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",negative,train
"The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said .",positive,train
"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",positive,train
"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",negative,train
The company initially estimated that it would cut up to 30 jobs .,negative,train
Both the net sales and operating profit were record high in the company 's history .,positive,train
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,positive,train
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",negative,test
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,train
Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .,positive,train
"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+_cs , where the company has two plants .",positive,test
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .",positive,train
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",negative,train
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,positive,test
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",negative,test
Device volume in the area decreased by 21 % to 2.7 mn units .,negative,test
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",negative,train
"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",negative,train
The Group also has a strong global position in other fishing categories .,positive,test
"Via the Satlan acquisition , Teleste plans to further expand its market presence as a video services partner for cable operators , broadcasters and IPTV service providers .",positive,train
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",positive,test
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,negative,train
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,positive,train
The executive group will participate in the adjustments with a fixed-term 5 % salary cut .,positive,test
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",negative,test
"Mobile phone sales rose 25 % to 5.87 billion euros , while enterprise solution sales dropped 39 % to 186 million euros .",positive,train
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",negative,test
"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",positive,test
"In banking , Sampo A was unchanged at 14.24 eur and Nordea rose 0.42 pct to 9.51 eur .",positive,train
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",positive,test
We can capitalize on our experience from a number of similar bridge projects in the Nordic countries .,positive,test
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative,test
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,negative,train
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",negative,test
Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .,positive,train
The optimization of the steel components heating process will reduce the energy consumption .,positive,test
Asian traffic declined by 3.4 per cent .,negative,train
"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",negative,train
"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",negative,test
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,negative,train
"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .",positive,train
Operating profit of the Asian plants grew markedly .,positive,train
Sales increased due to growing market rates and increased operations .,positive,train
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",positive,train
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",negative,train
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",negative,train
Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .,positive,train
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",positive,test
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",positive,train
"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said .",negative,train
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,test
"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation .",positive,train
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",positive,test
"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .",positive,test
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",positive,train
Talvivaara also maintains its assumption of turning cash flow positive before the year end .,positive,train
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",positive,train
"The GeoSolutions technology will leverage Benefon 's GPS solutions by providing Location Based Search Technology , a Communities Platform , location relevant multimedia content and a new and powerful commercial model .",positive,train
"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",negative,train
"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",positive,train
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",negative,train
It will focus on improving its profitability next year by streamlining operations .,positive,train
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",positive,test
"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .",positive,train
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",negative,train
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,test
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,negative,train
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,negative,test
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive,train
Strong growth has continued also in China .,positive,train
"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",negative,train
"Net sales will , however , increase from 2005 .",positive,test
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",positive,train
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",negative,train
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",negative,train
"Profit per share was EUR 1.03 , up from EUR 0.87 .",positive,train
An individual promotion also generated slightly higher-than-expected revenues .,positive,test
The contracts have been signed to acquire uranium produced at the Sotkamo nickel-zinc mine in eastern Finland owned by Talvivaara .,positive,train
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",positive,test
Estonia 's beer market overall grew three percent last year to 130 million liters .,positive,test
"`` Adjustment to the fall in price level , in contrast , has been less effective .",negative,train
"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week .",positive,train
Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .,positive,train
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",negative,test
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative,train
This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .,positive,train
"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",negative,train
"` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News .",positive,train
"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",positive,train
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,test
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,train
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,positive,train
"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .",positive,test
"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",negative,test
"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",positive,train
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,positive,train
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive,test
"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",negative,train
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative,train
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive,train
Alma Media expects its net sales to increase as forecast previously .,positive,train
"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",positive,train
"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",positive,train
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,positive,test
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",negative,test
"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue .",negative,test
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,negative,train
Productional situation has now improved .,positive,train
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",negative,train
"( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 .",positive,train
The measures result from decreased demand in technical design and product information .,negative,test
"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",positive,train
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,positive,test
This is bad news for the barbeque season .,negative,train
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive,test
Salonen added that data shows producers ' pulp inventories in North America are declining . ',negative,train
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative,train
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",positive,test
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative,train
"In the end of 2006 , the number of outlets will rise to 60-70 .",positive,train
Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,positive,train
Technopolis is Europe 's leading operator of technoparks .,positive,train
The company will also be compensated for acting as a reserve batch plant .,positive,train
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",positive,test
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",negative,train
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,negative,train
"Finnish financial solutions developer Basware Corporation ( OMX Helsinki BAS1V ) said on Tuesday ( 23 September ) that it will deliver a complete Invoice Automation solution to a large US engineering , construction and technical services organization .",positive,train
"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",negative,train
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,positive,test
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",negative,train
A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .,negative,train
Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,positive,train
"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .",positive,train
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,negative,train
A new production line is being completed for the contract production of hormone treatments .,positive,test
Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,negative,train
Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,positive,train
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",negative,train
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",negative,train
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",positive,test
"H+_kan Dahlstr+Â¦m , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",positive,train
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",negative,test
"The total headcount reduction will be 50 persons , the company said .",negative,test
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,negative,test
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive,train
The long-term contract is global .,positive,test
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",positive,train
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,train
"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",negative,train
Scanfil issued a profit warning on 10 April 2006 .,negative,train
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",positive,train
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",negative,train
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive,test
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",negative,test
"This truly takes efficiency to new heights , '' Mr. Metso adds .",positive,test
"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",positive,test
The agreement expands Tekla Structures ' scope of use to bridge design .,positive,train
"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .",positive,test
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative,test
"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",negative,test
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",negative,train
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,negative,train
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,positive,test
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,negative,train
Deliveries have started and the network will be ready for a launch soon .,positive,train
The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,positive,test
stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,negative,test
The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,negative,train
The offer represents a premium of 24 % over the stock 's closing price on Friday .,positive,train
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",negative,train
"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .",positive,train
This transaction will also rationalize our pulp and paper industry related solutions .,positive,train
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,negative,train
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,positive,train
More than a third of the original participants dropped out due to nausea and other side effects .,negative,train
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,negative,train
`` Stonesoft sees great promise in the future of IPv6 .,positive,train
The total number of filling stations has been on the decrease recently .,negative,test
"The antibody , given at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients .",positive,train
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,positive,train
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",negative,test
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,negative,train
Net sales have been eaten by the weak US dollar .,negative,train
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,negative,test
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive,test
The situation of coated magazine printing paper will continue to be weak .,negative,test
"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",negative,train
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",positive,test
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",negative,test
"A portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj .",positive,train
Lean System supports change management and component purchasing extremely well .,positive,train
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive,test
`` It allows the young child to move forward with his life . '',positive,train
Those will be partially offset by a 186 mln eur gain on the sale of its Celbi pulp plant in Portugal .,positive,train
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",positive,train
"The subdivision made sales revenues last year of EUR 480.7 million EUR 414.9 million in 2008 , and operating profits of EUR 44.5 million EUR 7.4 million .",positive,train
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative,test
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,negative,test
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative,train
"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .",positive,train
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",negative,train
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,positive,train
We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',positive,train
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",negative,test
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",positive,train
"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",positive,train
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",positive,train
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,negative,train
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,train
The total need for staff cuts corresponds to about 300 man-years .,negative,test
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative,train
"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .",positive,train
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",positive,test
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",positive,test
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,test
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",positive,train
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,negative,test
"Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees .",negative,train
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative,train
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,negative,train
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive,test
"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",negative,train
"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",negative,test
"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",positive,train
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,test
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,positive,test
"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",negative,train
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,test
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",negative,train
"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .",positive,test
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .",positive,train
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,negative,test
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,positive,train
The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,positive,train
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",negative,train
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive,train
"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",positive,test
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",negative,train
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,negative,train
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,negative,train
"Under a memorandum of understanding MoU the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation , environmental protection and energy efficient technologies .",positive,train
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,negative,train
"To prove the efficiency of the China Mobile system , Rod Baber , an English climber , climbed to the Mount Everest summit and successfully made calls .",positive,train
The estimated synergy benefits are at least EUR7m annually .,positive,test
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",negative,train
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",negative,test
`` The trend in the sports and leisure markets was favorable in the first months of the year .,positive,train
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",positive,train
